well,condition,tile,fov_token,n_p,totalVolume,n_p_totalVolume,totalArea,number_of_boundary_edges,fraction_of_boundary_edges_n_p,Mean_dgree,Std_dgree,Skewness_dgree,Kurtosis_dgree,q_25_dgree,q_50_dgree,q_75_dgree,Mean_dsc,Std_dsc,Skewness_dsc,Kurtosis_dsc,q_25_dsc,q_50_dsc,q_75_dsc,Mean_edg,Std_edg,Skewness_edg,Kurtosis_edg,q_25_edg,q_50_edg,q_75_edg,Mean_vlms,Std_vlms,Skewness_vlms,Kurtosis_vlms,q_25_vlms,q_50_vlms,q_75_vlms,Mean_fct,Std_fct,Skewness_fct,Kurtosis_fct,q_25_fct,q_50_fct,q_75_fct
B6,DMSO,0,B6_tile_0_fused_tp_0,147,1542335.4613,9.531e-05,79923.9483,26,0.17687,13.3333,3.0461,0.55075,3.7519,12,13,15,58.1027,24.5927,1.0564,4.2478,42.6244,52.2621,67.9173,35.0611,25.5146,2.8261,12.6361,21.1391,27.5193,37.9022,1904.1179,3017.8641,5.915,49.7672,595.8573,1038.1259,1977.3908,1665.0823,1708.3875,2.4601,9.9086,537.3643,1088.9916,2084.4181
B6,DMSO,1,B6_tile_1_fused_tp_0,84,697920.8952,0.00012036,45347.882,26,0.30952,12.4762,2.5951,0.28326,2.5927,10,12,14,46.0966,17.9373,1.1759,5.1752,35.7253,43.0764,51.1232,34.3763,21.0131,2.3232,9.0165,21.8195,28.4973,36.8131,1673.6712,1529.1948,3.1087,15.3937,819.2761,1293.1452,2028.3384,944.7475,911.816,1.6385,5.6419,296.0347,551.8005,1278.0292
B6,DMSO,2,B6_tile_2_fused_tp_0,149,2524257.9994,5.9027e-05,111693.6136,29,0.19463,13.6242,3.1782,0.50672,3.0706,11,13,15,71.7647,44.513,1.3229,4.1981,39.626,60.1169,85.1983,41.4759,39.1298,2.8091,12.0977,20.5559,27.2081,43.5405,3005.069,7915.3598,10.6297,172.3914,594.4775,1041.1905,2239.4227,2068.4003,2758.6295,3.2565,15.7515,568.0556,1260.0475,2628.2853
B6,DMSO,3,B6_tile_3_fused_tp_0,124,714481.2507,0.00017355,44033.2758,36,0.29032,12.8226,2.6134,0.074012,2.5399,11,13,15,48.5529,20.1122,0.94857,3.9836,36.0699,45.7324,57.3946,28.6847,16.3985,2.9197,13.9192,19.6984,24.9934,31.1447,1119.8766,1088.2638,4.1836,29.1488,566.7298,849.6967,1271.1879,647.5482,660.879,2.3259,8.5644,245.1455,412.5274,759.722
B6,DMSO,4,B6_tile_4_fused_tp_0,79,357858.9005,0.00022076,25262.5526,44,0.55696,11.2911,2.3323,0.43165,2.9788,10,11,12.75,38.7385,10.7377,-0.97193,2.9994,30.7162,44.382,46.6873,25.4814,6.8434,0.74106,4.1322,20.7861,24.7821,29.4354,1097.7267,532.7078,0.34141,3.2098,748.0662,1086.4354,1410.9803,300.7447,152.0619,0.89026,3.6542,196.4931,272.9012,384.8
B6,DMSO,5,B6_tile_5_fused_tp_0,75,784101.4894,9.5651e-05,56810.658,15,0.2,13.2267,2.4636,0.21718,2.9274,12,13,14.75,49.5364,35.0812,1.3405,3.9249,27.1562,36.5229,58.8212,42.9748,41.6201,2.3167,8.4274,19.4781,25.4094,48.0184,1917.1186,3800.7891,5.4308,45.6953,479.6992,734.1929,1526.4308,2185.0253,2608.6619,1.5054,3.7723,483.6872,1195.247,2180.7619
B6,DMSO,6,B6_tile_6_fused_tp_0,76,349843.9617,0.00021724,27694.3565,35,0.46053,12.1053,2.4417,0.57411,3.5714,10,12,13,41.3061,16.0703,1.4234,5.7371,32.3463,39.0014,48.0796,28.1008,13.91,2.1695,8.5056,20.2535,24.5767,31.1535,993.8749,729.3852,1.861,7.3188,514.383,800.2589,1227.8833,419.6115,338.2148,1.717,6.7701,148.7845,348.8909,584.0918
B6,DMSO,7,B6_tile_7_fused_tp_0,141,590984.3705,0.00023858,35326.512,59,0.41844,12.383,2.5985,0.77623,3.583,10,12,14,45.3081,11.2206,-0.70284,3.0519,38.0339,47.7007,53.9745,24.4319,7.5413,0.76234,3.9654,19.1844,23.6498,28.5644,874.2372,535.2566,0.99827,4.314,489.59,799.8459,1130.5509,309.8817,164.2352,0.84643,3.3914,191.8464,282.166,393.5341
B6,DMSO,8,B6_tile_8_fused_tp_0,42,171383.4203,0.00024506,16950.9078,27,0.64286,10.381,2.3473,0.7129,3.1251,9,10,12,33.6622,10.6876,0.28965,4.1795,26.7111,33.8451,38.6621,28.1287,11.0562,1.592,5.7184,20.8373,25.5972,30.3288,1127.5225,584.042,1.2637,5.9811,772.5687,1031.0036,1417.5416,339.0182,257.8229,2.506,10.9908,171.5209,241.7608,402.1989
B6,DMSO,9,B6_tile_9_fused_tp_0,135,969669.3768,0.00013922,55578.4962,31,0.22963,13.1259,2.9886,1.0513,5.3268,11,13,15,52.9166,21.1533,0.90186,3.6454,38.0796,49.1026,62.1348,32.158,22.3921,2.74,11.4207,20.1147,25.9345,33.08,1341.1748,1498.8372,4.2147,31.1413,581.0224,940.7117,1495.8055,958.2499,1369.5131,4.0059,22.7887,242.735,522.8397,988.1445
B7,DMSO,0,B7_tile_0_fused_tp_0,114,1254782.6944,9.0852e-05,72407.1846,19,0.16667,12.8947,2.8823,-0.09482,2.571,11,13,15,50.2152,30.9881,1.5928,5.1388,31.2448,40.7312,53.3718,35.033,28.6947,2.6493,11.0721,19.6376,24.5461,35.9897,2074.021,4342.4939,6.5668,58.4168,552.137,921.2747,1702.9687,2129.6231,2439.1705,2.2536,8.388,532.7921,1363.6991,2565.5354
B7,DMSO,1,B7_tile_1_fused_tp_0,68,217214.7195,0.00031305,19495.277,35,0.51471,11.4706,2.3339,0.71171,3.3122,9.5,11,13,33.2771,10.9122,1.0685,5.8514,25.0668,33.1797,38.5641,24.1495,10.3173,2.3081,10.1632,17.6815,21.756,26.6481,749.0163,463.4379,1.4891,6.8947,441.457,672.7394,941.9183,295.383,158.9795,1.3459,5.0105,194.9274,255.5548,349.9701
B7,DMSO,2,B7_tile_2_fused_tp_0,57,213398.6321,0.00026711,18275.6841,29,0.50877,11.3684,2.1098,1.1753,6.2549,10,11,13,33.7834,8.6375,-0.59467,2.8053,26.2782,36.0507,40.1799,25.2331,7.6053,0.89136,4.1859,19.8664,24.3526,29.0493,885.4715,451.8267,0.50385,3.6032,528.7128,888.1505,1162.6487,338.4386,152.578,0.52418,2.7669,242.1524,300.9453,448.599
B7,DMSO,3,B7_tile_3_fused_tp_0,130,1389574.7991,9.3554e-05,84262.4238,29,0.22308,13.1538,3.109,1.0213,5.4713,11,13,15,55.1236,34.7538,2.0351,7.6286,36.9609,48.0142,58.577,36.3059,34.9543,2.9755,12.6397,19.2286,24.2493,34.7418,1987.9468,5094.5823,7.9616,84.4409,534.34,792.7936,1398.862,1560.4153,2800.098,3.6791,17.8915,231.9104,519.2078,1928.4622
B7,DMSO,4,B7_tile_4_fused_tp_0,107,335131.3807,0.00031928,24175.44,47,0.43925,12.243,2.4985,0.52759,3.1227,11,12,14,37.4567,9.3663,-0.92742,3.3753,31.9804,39.4302,45.2497,22.3011,5.9942,0.47839,3.271,17.9488,21.7809,25.955,664.9432,352.2125,1.0145,5.0669,430.5019,631.2111,851.5262,268.616,104.955,0.45713,2.5068,189.1777,253.0472,337.7171
B7,DMSO,5,B7_tile_5_fused_tp_0,93,781327.9708,0.00011903,54787.5047,31,0.33333,12.6237,2.7738,0.25252,3.385,11,13,14,59.2893,33.0837,0.75152,2.6546,36.1026,50.4891,75.8543,37.7722,27.2466,1.94,6.5067,21.1888,27.8105,42.96,1676.6695,1939.6169,3.8714,29.3068,596.3545,1051.8604,1836.1472,944.6121,1053.4508,2.192,8.1798,296.8184,569.5228,1146.6672
B7,DMSO,6,B7_tile_6_fused_tp_0,129,779586.9591,0.00016547,51265.5138,38,0.29457,13.1938,2.713,0.59316,3.0879,11,13,15,48.1896,25.1882,2.5857,11.783,34.6784,43.8265,54.9316,31.7096,26.295,3.4843,16.4055,19.3694,24.7936,30.7536,1134.77,1808.1681,9.4482,132.7613,496.7167,788.8782,1196.585,712.021,1232.3545,5.047,32.7396,230.5107,354.4333,682.4233
B7,DMSO,7,B7_tile_7_fused_tp_0,86,3132625.5993,2.7453e-05,125992.0288,15,0.17442,13.2093,3.018,0.51874,3.145,11,13,15,67.1775,38.4082,0.6335,2.4475,34.8666,58.134,90.5967,55.7713,43.7798,1.5054,4.6543,25.64,39.098,71.1947,6665.1608,13682.7857,4.8858,33.6109,1028.6103,2142.4361,5847.2403,4845.8473,4804.5977,0.88962,2.2833,1007.787,3101.6526,8820.827
B7,DMSO,8,B7_tile_8_fused_tp_0,18,66465.6188,0.00027082,10244.7311,15,0.83333,8.6667,1.9097,0.49247,2.5942,7,8.5,10,31.6393,12.2567,0.34578,2.7048,23.9945,31.9171,38.2281,33.9248,16.2959,1.3364,4.9126,23.5829,30.6766,43.2891,1384.7004,1283.31,1.3912,5.1673,336.9375,1100.9299,2180.5211,394.0281,250.4896,1.0434,3.4979,188.1587,318.6544,550.4471
B7,DMSO,9,B7_tile_9_fused_tp_0,94,1497298.4478,6.278e-05,86015.3161,16,0.17021,13.2766,2.9271,0.95902,4.3996,11,13,15,52.5872,31.0164,1.1222,3.6433,32.5385,43.3169,66.0851,43.0869,35.5254,2.2426,9.0414,21.6792,28.7235,52.4581,2896.1285,4494.1298,4.1796,29.9289,642.1348,1167.3968,3105.7904,3071.9756,3018.2806,1.1625,3.6227,717.395,1545.3932,5188.016
B8,DMSO,0,B8_tile_0_fused_tp_0,66,303772.5322,0.00021727,22920.2722,31,0.4697,11.5152,2.5973,0.96736,4.7564,10,11,13,37.5705,9.0418,-0.54326,2.5008,30.6011,38.5695,45.4269,26.4369,7.6718,0.55494,3.2065,20.8138,26.0501,30.7768,1062.1417,590.7891,1.3255,5.7129,667.6644,952.3136,1323.3838,395.1771,157.2739,0.63003,3.0056,277.3634,370.4336,505.3119
B8,DMSO,1,B8_tile_1_fused_tp_0,30,80925.4397,0.00037071,9780.8779,23,0.76667,9.3333,2.1709,1.5983,5.3822,8,9,10,27.7899,6.3256,-0.90826,3.5131,25.9199,28.5312,32.4086,24.0936,5.9896,0.50854,3.4536,19.5411,23.3792,28.1181,899.1716,451.1952,0.15548,3.0035,551.7162,911.4522,1167.3276,232.878,83.4308,-0.03303,3.0339,166.8028,226.7735,277.3483
B8,DMSO,2,B8_tile_2_fused_tp_0,69,336465.5339,0.00020507,28395.4546,24,0.34783,12.029,2.3638,0.63143,3.1723,10,12,13,39.1033,17.0658,1.7512,6.9082,30.3354,36.5588,43.0927,30.1827,18.9468,2.8319,14.4408,19.5135,25.1621,32.0921,1035.2786,673.4698,1.7486,7.7357,572.6952,878.3772,1269.896,645.3512,462.9439,0.89031,2.6269,280.8962,408.2328,1011.3215
B8,DMSO,3,B8_tile_3_fused_tp_0,32,95023.0819,0.00033676,10650.9517,26,0.8125,9,2.8055,1.8434,6.7165,7,8.5,9,29.1109,5.3297,-1.722,5.9168,28.299,30.544,32.348,24.2865,6.6662,0.36379,2.9666,19.6364,23.5426,28.031,1067.6751,659.4476,0.41907,2.9943,648.8776,1005.9978,1480.8637,221.8948,70.5953,1.3228,4.7015,172.221,206.8327,246.4531
B8,DMSO,4,B8_tile_4_fused_tp_0,62,232145.0613,0.00026707,19952.1656,34,0.54839,11.3548,2.3754,0.34135,2.7685,9,11,13,37.2513,10.1047,-0.31832,2.6898,31.0233,37.7903,44.6108,26.0044,9.3159,1.1428,5.1711,19.4374,24.6172,30.9433,896.313,578.1061,0.84748,3.3015,449.5551,784.3081,1202.6137,311.7526,206.2351,1.4652,5.6443,166.8563,253.4549,407.0039
B8,DMSO,5,B8_tile_5_fused_tp_0,162,1363807.0899,0.00011879,75414.011,32,0.19753,13.6667,2.9298,0.85966,4.3373,12,13,16,51.3761,23.4351,1.4929,6.2496,36.35,47.9577,59.138,32.2054,23.8015,2.6487,10.9366,19.3128,24.9259,32.5212,1488.8724,2381.1172,4.8865,35.0094,503.9068,795.4314,1366.9135,1256.9002,1566.3923,2.1196,7.2895,284.4093,548.6894,1571.8259
B8,DMSO,6,B8_tile_6_fused_tp_0,64,296028.2474,0.0002162,26754.5975,24,0.375,12.1875,2.4936,0.53983,2.7986,10,11.5,14,35.8563,13.442,1.7592,7.1072,27.9923,34.9472,39.5719,29.0468,16.822,2.3221,9.6003,19.0155,24.3503,31.7247,970.5844,968.9176,3.2083,15.9643,460.0408,707.8085,1041.8933,608.059,527.6482,1.1688,3.7305,182.1548,421.6707,875.4023
B8,DMSO,7,B8_tile_7_fused_tp_0,56,128382.2867,0.0004362,12874.3503,36,0.64286,10.6429,2.5113,0.82038,3.3324,9,10.5,12,29.3822,6.8624,-1.1314,3.4249,24.6796,32.6234,34.5514,21.0947,5.344,0.71826,4.1635,17.154,20.6357,24.2071,614.2693,283.4294,0.20485,2.8414,420.6831,610.6292,777.2738,189.3287,73.72,1.4863,6.0028,143.6298,167.5203,210.0236
B8,DMSO,8,B8_tile_8_fused_tp_0,154,4828416.8451,3.1895e-05,171008.096,20,0.12987,13.6623,3.4285,0.60133,3.2811,11,13,16,86.5313,42.8963,0.38239,2.3538,51.0808,83.7712,116.1576,50.7479,43.481,2.2863,9.0258,23.8734,34.6633,60.0717,5480.6094,12754.663,6.8488,63.9365,872.6851,1770.4356,5007.9397,4750.2249,5819.7304,1.8013,5.4975,763.8593,2185.5018,6753.4358
B8,DMSO,9,B8_tile_9_fused_tp_0,72,488872.0945,0.00014728,35116.5848,33,0.45833,11.9444,2.5057,0.76659,5.0967,10,12,13,46.9698,20.6965,1.0111,4.044,36.4786,44.5266,54.0185,32.8169,18.9184,2.3918,9.6356,22.4109,28.3616,35.2407,1490.4637,1356.996,2.1719,8.3024,647.1805,1122.0296,1795.8569,566.3965,469.4652,1.4484,4.5434,220.3492,434.0224,700.7219
C5,100 nm TPA +ve control,0,C5_tile_0_fused_tp_0,110,478182.3041,0.00023004,31389.542,38,0.34545,12.4727,2.3606,0.61018,3.5243,11,12,14,40.0906,12.0226,-0.44857,3.0142,31.1929,41.7695,49.1462,25.2722,9.3341,1.9492,9.2122,19.4743,23.6966,28.5155,883.886,515.787,1.994,12.8075,538.4902,827.9893,1124.6633,435.9659,299.6272,2.0277,8.1779,243.3334,366.3173,557.3271
C5,100 nm TPA +ve control,1,C5_tile_1_fused_tp_0,41,141971.0777,0.00028879,14026.7047,28,0.68293,10.5854,2.617,0.46981,3.0074,9,10,12,30.793,8.1427,-0.92027,2.765,25.5493,33.306,37.251,25.6276,7.1306,0.49716,3.3077,20.7504,24.9478,29.2404,940.2058,514.7863,0.35631,2.4034,540.9258,913.7782,1283.031,269.7443,135.6779,0.9995,2.9483,172.1554,223.4841,328.075
C5,100 nm TPA +ve control,2,C5_tile_2_fused_tp_0,84,463153.0643,0.00018137,32474.3035,35,0.41667,12.381,2.7371,0.69555,3.5616,11,12,14,43.326,14.665,0.93747,6.3431,36.823,43.1385,49.7194,30.5728,16.3516,2.6089,11.3101,21.1521,27.288,33.778,1146.4185,838.5853,1.9237,9.9569,592.9246,970.6928,1482.3974,492.0349,429.7325,2.2142,8.2935,221.3363,381.8032,565.2762
C5,100 nm TPA +ve control,3,C5_tile_3_fused_tp_0,86,1988462.6941,4.3249e-05,93534.4371,19,0.22093,12.6744,3.4177,0.77269,4.297,10,12,14,64.598,38.3932,0.6808,2.2897,34.8647,54.3421,92.8818,49.7715,41.5058,1.8328,6.246,23.1617,32.4949,62.0368,4488.6291,7955.885,4.4709,28.9435,861.9943,1560.6741,4453.3565,2751.0129,2819.3019,1.5883,4.8549,970.7101,2003.3909,2953.9595
C5,100 nm TPA +ve control,4,C5_tile_4_fused_tp_0,37,167567.5906,0.00022081,16481.2019,22,0.59459,10.7027,2.2836,1.4932,5.3565,9,10,12,33.4008,8.7089,-0.15733,2.2452,27.1965,33.8185,40.2174,29.399,10.1853,0.36131,3.1292,22.2762,28.8527,36.0018,1180.0535,888.5999,1.1897,4.2573,524.8974,936.0422,1705.7723,412.03,271.0867,0.91456,3.5303,197.8534,405.3441,540.9549
C5,100 nm TPA +ve control,5,C5_tile_5_fused_tp_0,123,1273152.794,9.6611e-05,84979.7654,22,0.17886,13.2195,3.0448,0.5093,2.832,11,13,15,56.994,31.1389,0.94778,3.0223,33.2387,47.6896,70.1878,38.6457,28.0465,2.0946,8.0306,21.5211,27.3125,45.5458,1897.3961,2575.6099,3.8928,24.02,653.1817,1051.7766,1830.9092,2124.4941,2480.2877,1.9447,6.1632,587.9885,1165.6237,2519.4918
C5,100 nm TPA +ve control,6,C5_tile_6_fused_tp_0,124,532452.5775,0.00023288,35761.6812,41,0.33065,12.5968,2.55,0.080574,2.5772,11,12.5,14,43.1855,15.4732,0.91705,4.5645,32.913,42.548,50.1362,25.8638,13.7233,2.9339,13.7151,18.2173,22.6439,27.7448,860.1819,734.6342,3.5015,20.0369,478.752,712.149,998.1605,458.4831,503.9097,2.5491,9.3718,187.18,259.3421,470.5182
C5,100 nm TPA +ve control,7,C5_tile_7_fused_tp_0,34,145891.3815,0.00023305,14799.1826,22,0.64706,9.9412,2.4488,0.82308,3.6662,8,9.5,11,33.1313,9.3655,-0.29866,3.3752,29.6873,33.477,40.175,28.2211,10.9551,0.73102,3.3569,20.0782,26.5235,35.6299,1257.6843,1430.7747,3.0415,14.3329,496.3539,820.3338,1488.7187,369.9796,263.4102,1.2633,5.02,167.7994,299.3675,508.5718
C5,100 nm TPA +ve control,8,C5_tile_8_fused_tp_0,88,443022.6701,0.00019864,31642.3306,40,0.45455,12.0455,2.5771,0.74374,3.0075,10,11,13,44.3026,12.7294,0.68505,4.1896,35.7946,42.5175,53.3079,28.2471,13.3389,2.3928,12.7182,19.9741,25.246,32.5892,1093.8831,861.6334,1.9015,9.3342,502.4944,868.2494,1457.6872,416.3465,407.4306,2.874,13.1875,160.9932,293.5418,484.4596
C5,100 nm TPA +ve control,9,C5_tile_9_fused_tp_0,45,690368.3497,6.5183e-05,50861.0313,16,0.35556,12.0889,2.4663,0.31039,2.354,10,12,14.25,60.2743,30.7982,0.8284,3.1578,40.5397,55.4661,76.0464,53.5267,41.16,1.3917,3.9864,25.3832,35.1935,68.8096,3226.0203,4827.0742,4.098,24.5743,784.5989,1663.938,3393.7403,1816.4654,2055.3386,2.0001,7.0634,483.1477,1123.8007,2438.6526
C6,100 nm TPA +ve control,0,C6_tile_0_fused_tp_0,126,623624.1557,0.00020204,37361.3514,43,0.34127,12.7143,2.9715,1.0895,5.2597,11,12,14,46.5056,11.3623,-0.67028,3.9254,41.185,48.7603,53.2708,27.1096,10.4296,1.5468,7.6643,20.4022,26.0468,31.4796,982.0853,649.4699,0.91317,3.9331,441.5788,875.462,1414.0938,455.6262,315.1417,1.7766,6.6861,266.9687,336.559,591.9719
C6,100 nm TPA +ve control,1,C6_tile_1_fused_tp_0,43,214070.8924,0.00020087,22729.0028,16,0.37209,11.5349,2.4722,0.039078,2.4043,9.25,12,13,40.4036,19.4836,0.92595,3.6685,26.3089,36.2103,49.4091,34.1327,23.0326,2.2483,8.2519,20.5443,27.4695,37.5697,1114.9526,1198.316,3.6331,24.1587,436.2283,783.6423,1354.8723,811.7501,828.6701,1.1764,2.9216,212.0984,494.0738,1228.3202
C6,100 nm TPA +ve control,2,C6_tile_2_fused_tp_0,18,31202.0212,0.00057689,5298.6253,16,0.88889,8,1.6803,0.91856,3.1875,7,8,9,21.6167,3.9764,-0.63823,2.5836,18.248,22.6933,24.3799,22.6175,5.439,0.19281,2.124,17.8042,22.1339,26.8277,761.0249,466.4347,0.83678,3.1783,470.1938,686.3265,872.7455,189.2366,53.9615,0.16344,5.6723,170.5768,185.6298,215.1633
C6,100 nm TPA +ve control,3,C6_tile_3_fused_tp_0,81,575447.7673,0.00014076,46131.8132,17,0.20988,12.7901,2.5185,-0.039964,2.555,11,13,14.25,45.5718,34.0246,2.7338,11.4748,28.6549,35.7414,49.0597,36.7684,36.1886,3.2226,14.6937,18.781,24.2574,35.7392,1360.3966,1954.8018,4.4528,27.6926,495.0726,774.7534,1315.9742,1537.7271,1735.1941,1.7877,5.3948,490.61,946.2018,1916.7668
C6,100 nm TPA +ve control,4,C6_tile_4_fused_tp_0,43,106930.5571,0.00040213,11850.7374,25,0.5814,10.5116,2.0973,0.66508,3.0762,9,10,12,27.899,7.988,-0.32188,3.6257,24.1431,29.018,31.7578,22.8525,7.1671,1.2599,5.3136,18.1313,21.6798,25.7373,664.165,352.8217,0.44447,2.9974,418.9022,638.6024,895.2758,257.6247,132.7871,1.1152,3.9739,159.2194,221.6623,327.6496
C6,100 nm TPA +ve control,5,C6_tile_5_fused_tp_0,28,143691.9469,0.00019486,14828.6142,18,0.64286,9.4286,1.8344,0.33592,2.7972,8,9,11,31.4601,10.3923,-0.15499,2.4882,21.6589,33.1139,37.7513,29.8309,10.242,1.2597,4.9254,23.2083,27.5425,34.9224,1614.5163,911.5554,1.4054,6.3916,1021.4209,1424.9823,2092.0276,463.3942,271.0365,2.5812,11.9325,286.1497,384.776,586.6071
C6,100 nm TPA +ve control,6,C6_tile_6_fused_tp_0,111,2136387.7352,5.1957e-05,96321.1688,25,0.22523,13.2613,2.9595,0.18106,3.5162,12,13,15,66.1453,28.836,0.91409,3.7293,46.3323,64.4256,77.0422,44.7012,32.4131,1.964,7.0115,23.6356,33.1116,54.3507,3542.9316,5535.7375,4.4159,30.3958,936.2971,1738.5387,3750.8696,2093.9385,2728.5932,2.4427,8.9952,567.0161,1043.4373,2303.0532
C6,100 nm TPA +ve control,7,C6_tile_7_fused_tp_0,66,279985.4247,0.00023573,21839.6387,30,0.45455,11.4242,2.2672,0.54234,3.6602,10,11,13,36.6866,9.0364,-0.58253,3.1981,31.378,36.6931,44.8393,25.9245,8.4272,0.84136,3.8601,19.8736,24.9002,30.3068,985.8642,539.5979,0.54019,2.8579,594.2519,896.4166,1299.8034,389.9935,208.0044,0.65313,3.3325,235.3479,367.3711,513.8814
C6,100 nm TPA +ve control,8,C6_tile_8_fused_tp_0,60,893098.1897,6.7182e-05,65717.0757,17,0.28333,12.3,2.9129,0.57943,3.1886,11,12,13,62.6631,33.2508,0.63077,2.9649,35.8287,56.1271,88.1636,47.3877,36.7013,2.1643,9.1491,23.5022,35.0796,60.5884,3027.4515,5132.5444,4.6104,29.4506,721.888,1357.7095,3001.8095,2190.5692,2439.4921,1.9811,6.5594,876.0379,1267.3108,2756.02
