well,condition,tile,fov_token,n_p,totalVolume,n_p_totalVolume,totalArea,number_of_boundary_edges,fraction_of_boundary_edges_n_p,Mean_dgree,Std_dgree,Skewness_dgree,Kurtosis_dgree,q_25_dgree,q_50_dgree,q_75_dgree,Mean_dsc,Std_dsc,Skewness_dsc,Kurtosis_dsc,q_25_dsc,q_50_dsc,q_75_dsc,Mean_edg,Std_edg,Skewness_edg,Kurtosis_edg,q_25_edg,q_50_edg,q_75_edg,Mean_vlms,Std_vlms,Skewness_vlms,Kurtosis_vlms,q_25_vlms,q_50_vlms,q_75_vlms,Mean_fct,Std_fct,Skewness_fct,Kurtosis_fct,q_25_fct,q_50_fct,q_75_fct
B8,DMSO,6,B8_tile_6_fused_tp_0,30,81263.4401,0.00036917,9627.0881,24,0.8,9.6,2.4579,1.4931,5.8079,8,9,10,27.1269,6.2519,-1.9934,6.8204,26.0486,29.2349,30.8674,24.5051,6.11,-0.23952,2.8912,19.7766,25.4307,28.3791,873.8004,570.6131,0.5467,3.2984,364.6706,806.1216,1251.9836,218.7975,87.7835,-0.09293,2.7002,162.2267,223.121,278.7577
B8,DMSO,7,B8_tile_7_fused_tp_0,50,98299.8078,0.00050865,10914.2852,34,0.68,10.56,2.786,0.79919,3.3329,8,10,12,28.022,6.1282,-1.3752,4.3445,26.7587,30.3134,31.6746,21.049,6.2317,0.48256,3.0149,16.6701,20.3551,24.6472,537.1574,396.0899,1.2343,4.9935,263.4877,463.5457,700.939,170.5357,82.0792,0.78673,2.8576,104.0896,155.3979,207.9413
B8,DMSO,8,B8_tile_8_fused_tp_0,102,1019276.2395,0.00010007,65418.7735,25,0.2451,12.9216,2.7202,0.31136,2.6811,11,12,15,45.954,29.2127,1.8635,5.9581,30.1714,37.596,45.0635,36.0358,34.5187,2.6245,10.5353,17.6777,22.7934,34.5279,1905.1892,5235.8971,9.9451,133.7538,437.8495,704.5762,1363.3438,1422.1472,2887.5549,4.3766,24.005,212.9334,493.3083,1378.8629
B8,DMSO,9,B8_tile_9_fused_tp_0,40,87730.579,0.00045594,10085.2328,25,0.625,10.15,2.381,0.97413,3.3845,9,10,11,26.1594,6.4265,-0.92027,2.5956,21.196,29.2182,30.7548,21.4168,5.7039,0.3787,3.1047,17.788,21.3455,24.7044,622.2027,326.0379,0.64984,3.4086,411.1741,590.1353,781.9798,219.2442,85.5682,0.26742,2.014,143.9867,205.4888,282.9298
C5,100 nm TPA +ve control,0,C5_tile_0_fused_tp_0,63,291084.4715,0.00021643,22482.1479,33,0.52381,11.7143,2.317,0.28856,2.9721,10,11,13,37.1599,9.3638,-0.65911,2.6026,29.786,39.8039,45.2121,26.831,7.7179,0.73805,3.7499,21.485,26.046,31.3532,1054.6539,506.9808,0.336,2.8487,689.6168,1038.4316,1345.5192,362.6153,149.5911,1.2235,4.2094,266.7676,334.2423,435.3496
C5,100 nm TPA +ve control,1,C5_tile_1_fused_tp_0,14,13627.4067,0.0010273,3073.1271,14,1,6.8571,1.8337,1.3823,5.7413,6,7,7,17.7716,2.3272,0.63729,3.3764,16.5985,17.5254,18.7978,19.8507,5.3129,-0.0076703,2.7142,16.7214,19.4988,22.566,592.4959,384.5392,0.31765,1.8207,241.8488,564.2651,883.7795,128.047,46.8889,0.4128,2.4443,85.7731,125.1561,148.4998
C5,100 nm TPA +ve control,2,C5_tile_2_fused_tp_0,61,138419.2321,0.00044069,13548.8387,37,0.60656,11.377,2.5571,0.804,2.9527,9,11,13,29.6849,7.6736,-0.95095,2.9451,24.8856,32.3395,34.8448,21.3665,5.7911,0.48062,2.9512,17.0816,20.8924,24.8972,549.2827,315.2945,0.83604,4.3121,334.7956,530.2017,708.5952,193.5548,96.4433,0.6312,3.7977,129.3366,186.1496,251.5402
C5,100 nm TPA +ve control,3,C5_tile_3_fused_tp_0,16,23882.9051,0.00066994,4468.9768,13,0.8125,7.875,1.7842,1.357,5.2454,6.5,8,9,19.9485,4.7503,-1.22,4.0074,18.7951,21.2526,22.6145,21.9134,5.4567,0.58616,3.0772,18.0799,22.1507,24.8365,645.4839,261.0311,-0.24907,2.351,416.7685,706.3205,823.6821,203.1353,68.9261,1.4501,5.1794,167.1272,188.0005,214.1563
C5,100 nm TPA +ve control,4,C5_tile_4_fused_tp_0,44,114568.6284,0.00038405,12001.2311,33,0.75,10.3182,2.6744,1.241,4.2447,8.5,10,11,29.4032,6.6613,-1.5894,5.1768,28.3976,31.3268,33.3696,22.8921,5.9955,0.14264,2.5096,17.8302,23.5887,27.2948,748.8146,455.984,1.1921,5.9241,406.2221,702.3486,941.4799,193.5682,84.2082,1.4779,5.868,129.7953,185.8207,223.468
C5,100 nm TPA +ve control,5,C5_tile_5_fused_tp_0,31,59147.9771,0.00052411,7871.5703,25,0.80645,9.4194,2.46,1.1843,3.9932,8,9,10,24.6607,5.2504,-1.298,4.1108,22.5043,26.4585,28.3011,21.4524,5.3078,0.19177,3.0629,17.8926,21.2007,25.0529,635.9998,373.4033,0.44795,2.5554,327.6877,589.2682,945.749,171.1211,61.4516,0.2207,2.5018,127.4652,161.3757,211.5213
C5,100 nm TPA +ve control,6,C5_tile_6_fused_tp_0,28,93067.1416,0.00030086,10729.4039,21,0.75,9.4286,2.0804,0.6432,2.5693,8,9,10.5,28.3215,6.9855,-0.87899,2.44,24.04,30.864,33.6167,25.7314,6.1196,0.41428,2.5141,20.7877,25.1194,30.0657,1082.1761,518.1868,0.58217,3.3304,753.0755,1038.4753,1345.3995,282.3527,111.5389,0.74785,3.0916,200.1676,253.7877,371.3755
C5,100 nm TPA +ve control,7,C5_tile_7_fused_tp_0,20,32967.1201,0.00060667,5323.0583,19,0.95,7.8,2.5464,3.3884,14.3248,7,7,8,21.5705,4.1451,-3.0166,12.3358,21.4087,22.2109,23.7482,21.2345,4.3023,0.21801,3.301,18.6818,20.8347,23.7705,784.9314,378.1993,-0.54257,2.1696,486.057,877.4024,1084.7332,156.5605,33.1561,-0.60217,3.4423,136.3736,165.011,177.6494
C5,100 nm TPA +ve control,8,C5_tile_8_fused_tp_0,40,101698.7099,0.00039332,11129.3858,29,0.725,10,2.5115,0.81631,2.9625,8,9.5,10.5,28.1943,6.1526,-1.1959,3.3614,25.2031,30.7933,32.6693,22.8531,5.6859,0.81396,4.0857,18.834,21.7312,25.9469,758.9456,379.8749,-0.029035,2.3008,456.1492,809.2057,1047.5213,206.0997,70.6944,1.0008,4.1507,162.5469,189.4296,235.5231
C5,100 nm TPA +ve control,9,C5_tile_9_fused_tp_0,20,25528.275,0.00078345,4494.6085,19,0.95,7.7,2.7549,3.6682,15.7167,7,7,8,19.6112,4.7668,-2.574,10.5404,18.3764,20.175,22.4769,19.3711,4.0415,0.71615,3.0132,16.2525,18.4043,22.3688,622.6409,234.4292,-0.82845,3.3287,512.3755,657.7842,782.81,132.1944,28.9738,0.69582,3.8693,116.0133,132.3542,146.7402
C6,100 nm TPA +ve control,0,C6_tile_0_fused_tp_0,63,225295.1496,0.00027963,18752.7334,34,0.53968,10.9524,2.1734,0.3751,2.8634,9,11,12,33.7376,8.8168,-0.69412,2.5199,27.1992,37.442,40.8176,23.8135,6.3692,0.86148,4.5299,19.3791,23.024,27.1021,897.5902,391.7243,0.19973,2.7444,637.0389,879.7517,1130.2093,293.0115,126.7302,0.84706,3.2022,193.5118,269.441,373.9051
C6,100 nm TPA +ve control,1,C6_tile_1_fused_tp_0,35,100042.5574,0.00034985,11068.5601,27,0.77143,9.4857,2.2145,0.98372,3.3352,8,9,10,28.5929,6.3605,-1.19,3.3529,26.8686,31.3444,33.4445,23.8395,6.0411,0.78729,4.0842,19.3776,22.894,26.7498,934.9772,427.3231,0.0015307,3.3464,668.8709,947.0439,1204.1582,221.3712,103.5726,1.5171,6.3761,161.6305,204.8258,250.2765
C6,100 nm TPA +ve control,2,C6_tile_2_fused_tp_0,32,91742.7828,0.0003488,10740.5278,20,0.625,10.375,1.6607,0.45883,3.489,9,10.5,11,27.0165,7.575,-0.64205,2.0709,20.7888,29.9666,33.6931,24.9599,7.509,1.1093,4.5228,19.8166,23.8195,28.0667,784.1263,361.2374,-0.028515,2.8486,536.4155,807.6163,985.1063,298.348,105.8141,0.10865,2.9576,229.1925,275.572,356.2032
C6,100 nm TPA +ve control,3,C6_tile_3_fused_tp_0,44,276031.9616,0.0001594,26772.2075,22,0.5,10.9545,2.2921,0.32587,2.4016,9.5,10,13,39.4022,22.1293,1.5946,5.1898,25.5651,33.4001,43.0093,34.5205,24.0929,1.7977,5.376,20.4698,24.9974,37.2865,1550.7414,1722.7821,2.4511,8.8775,636.044,939.9074,1697.969,669.3052,839.5831,2.3951,8.7147,178.102,267.4023,947.0025
C6,100 nm TPA +ve control,4,C6_tile_4_fused_tp_0,19,24043.7486,0.00079023,4528.2422,15,0.78947,8.3158,2.4049,1.4887,6.8464,7,8,9,19.8905,4.9228,-1.5889,6.1848,17.7665,20.912,23.0915,20.5413,5.0444,-0.10491,2.5333,16.7994,20.9704,24.0765,500.9114,353.6524,0.63674,3.1943,251.7498,480.8927,766.2016,174.1632,62.1987,0.54138,2.7729,131.2182,161.7318,207.1272
C6,100 nm TPA +ve control,5,C6_tile_5_fused_tp_0,39,89434.406,0.00043607,10125.1386,30,0.76923,10.0513,2.6651,1.2626,3.6031,8,9,11,27.2173,6.264,-1.6275,4.5493,26.5464,30.1064,30.7797,22.0114,5.1464,0.43926,2.7804,17.9867,21.8354,25.0903,687.957,361.1224,0.13701,2.4209,418.1108,679.8981,938.5303,180.806,68.5022,1.0525,3.9268,131.7385,164.9044,223.3535
C6,100 nm TPA +ve control,6,C6_tile_6_fused_tp_0,24,41942.0732,0.00057222,6693.715,17,0.70833,9.5833,1.7673,0.94571,4.9317,8.5,10,10,22.3846,7.477,1.0624,7.3628,20.31,23.2746,24.0792,23.2944,8.8248,1.7754,7.7423,17.433,22.0643,26.3959,544.7022,330.6633,1.2571,6.0917,350.4087,517.5652,703.5157,223.1238,151.5652,1.3586,3.6714,110.693,175.6525,236.5793
C6,100 nm TPA +ve control,7,C6_tile_7_fused_tp_0,46,122002.0833,0.00037704,12540.7379,31,0.67391,10.2609,2.3611,0.60569,3.1554,9,10,12,29.1475,7.4057,-1.1928,4.1675,25.7836,32.0447,34.2493,22.5437,5.4037,0.7843,3.6834,18.4729,21.9991,25.8154,753.0993,338.8889,-0.12215,2.721,535.7017,776.3494,981.0196,216.2196,88.6791,1.0133,4.6172,158.5133,202.7435,252.7288
C6,100 nm TPA +ve control,8,C6_tile_8_fused_tp_0,35,66561.7598,0.00052583,8648.3027,28,0.8,9.4286,2.6041,1.3447,5.0466,8,9,10,25.5704,6.9649,-1.17,4.5838,23.5611,26.2148,29.9947,21.4189,5.8548,0.83464,3.9727,16.9192,20.8746,24.8538,633.9215,321.2524,0.081841,2.6122,446.2844,617.3259,824.3288,166.3135,77.0111,1.082,3.824,107.2081,143.7438,213.3908
C6,100 nm TPA +ve control,9,C6_tile_9_fused_tp_0,21,35139.8925,0.00059761,5561.432,19,0.90476,8.2857,2.4928,2.9798,12.2127,7,8,8.25,21.5791,4.9139,-2.3812,8.9272,20.6463,22.426,24.7167,21.4415,4.9661,-0.14397,2.9394,18.4814,21.4475,24.1263,702.7978,380.1378,0.17829,2.6435,419.6879,703.939,929.576,163.5715,67.8026,-0.14654,2.2538,107.5523,166.3255,205.1944
C7,100 nm TPA +ve control,0,C7_tile_0_fused_tp_0,155,816415.1991,0.00018985,47444.6913,58,0.37419,12.8903,2.8457,0.084112,2.7762,11,13,15,53.1796,23.0098,0.83617,3.5361,37.7878,50.1575,63.4866,28.8487,18.8415,3.0101,12.5987,19.4094,24.2688,29.4231,1034.7468,884.9368,3.481,21.5525,545.3395,846.197,1235.7712,423.6133,433.2467,2.6418,11.5305,188.2517,246.9756,502.6356
