well,condition,tile,fov_token,n_p,totalVolume,n_p_totalVolume,totalArea,number_of_boundary_edges,fraction_of_boundary_edges_n_p,Mean_dgree,Std_dgree,Skewness_dgree,Kurtosis_dgree,q_25_dgree,q_50_dgree,q_75_dgree,Mean_dsc,Std_dsc,Skewness_dsc,Kurtosis_dsc,q_25_dsc,q_50_dsc,q_75_dsc,Mean_edg,Std_edg,Skewness_edg,Kurtosis_edg,q_25_edg,q_50_edg,q_75_edg,Mean_vlms,Std_vlms,Skewness_vlms,Kurtosis_vlms,q_25_vlms,q_50_vlms,q_75_vlms,Mean_fct,Std_fct,Skewness_fct,Kurtosis_fct,q_25_fct,q_50_fct,q_75_fct
B6,DMSO,6,B6_tile_6_fused_tp_0,31,151091.3318,0.00020517,16651.1917,16,0.51613,10.7097,2.0362,0.040519,2.0028,9,11,12.75,34.8862,13.5689,0.16945,2.0292,23.6692,33.2689,47.9834,33.0204,16.8767,1.534,5.1976,21.9598,28.34,38.8349,1238.4535,948.2968,1.5484,5.2827,601.7947,994.2305,1494.0704,594.6854,336.6247,1.0136,4.1717,341.2091,590.0783,761.3781
B6,DMSO,7,B6_tile_7_fused_tp_0,50,138865.6471,0.00036006,13910.6863,34,0.68,10.52,2.4264,0.83261,3.3731,9,10,12,32.7432,7.0255,-0.83528,3.3426,29.3003,33.9362,37.5719,23.6794,8.2563,0.678,3.8143,17.3495,23.147,29.1602,762.9981,590.3358,0.95828,3.4686,298.9644,609.2111,1090.331,217.3545,122.246,1.1991,4.2219,127.2317,197.8852,269.7799
B6,DMSO,8,B6_tile_8_fused_tp_0,10,10958.3579,0.00091255,2902.9797,9,0.9,6.6,1.075,0.29417,1.7337,6,6,8,18.4274,3.3397,0.054225,2.833,15.8734,19.0511,19.8245,23.6388,6.6149,-0.28977,2.3031,18.8253,24.2494,28.8464,644.6093,455.3919,0.77395,2.2829,314.4419,486.1754,934.4573,207.3557,113.2518,0.12149,2.0648,139.0401,222.3216,282.9463
B6,DMSO,9,B6_tile_9_fused_tp_0,21,37045.2549,0.00056687,6550.7384,14,0.66667,9.0476,1.4655,0.40472,2.751,8,9,10,24.3578,9.7879,0.43841,2.6715,17.7006,23.5089,29.5346,24.7567,11.8717,1.4062,4.3551,17.0825,21.7278,27.3824,588.0199,341.3375,0.46881,2.6508,320.6652,587.6861,768.7773,272.9474,144.4048,1.1724,3.9071,163.4688,216.807,396.705
B7,DMSO,0,B7_tile_0_fused_tp_0,79,382936.0504,0.0002063,28632.3545,33,0.41772,12.2785,2.9174,0.91644,3.9091,10,12,14,41.7505,12.8937,0.27679,2.9395,34.9668,40.193,49.3705,29.0964,13.6077,2.3667,11.5403,20.9137,26.1436,32.8683,1018.4469,650.0697,1.024,4.4229,517.641,916.1036,1358.9534,461.8122,325.3864,1.4944,5.0583,219.5877,357.7263,683.6885
B7,DMSO,1,B7_tile_1_fused_tp_0,37,212207.0839,0.00017436,20929.8985,20,0.54054,10.5946,2.1273,0.56048,3.1366,9,10,12,39.9482,15.1222,-0.14609,2.2675,27.5664,40.7746,49.8047,34.992,20.7352,1.2073,3.664,18.8923,27.1071,44.9828,1494.4161,1601.6308,2.8124,12.9277,593.8139,932.557,1736.0155,581.3861,519.8537,1.0753,3.2456,165.2257,395.5685,936.768
B7,DMSO,2,B7_tile_2_fused_tp_0,49,176108.2538,0.00027824,16699.1692,27,0.55102,11.0204,2.2957,0.30881,3.4713,9,11,13,32.4573,9.1583,-0.018998,4.3283,28.4602,33.928,38.1253,25.9885,9.3453,1.3601,6.016,19.8496,24.6459,29.167,893.9505,583.1682,1.5255,6.5816,486.6227,798.7369,1167.1135,333.9834,197.0973,0.75002,2.8425,195.727,279.8804,460.3751
B7,DMSO,3,B7_tile_3_fused_tp_0,44,97227.3277,0.00045255,10968.012,26,0.59091,10.5,2.3576,0.66784,2.7706,8.5,10,12,27.4258,6.7496,-0.87723,4.0136,22.8113,29.3506,31.9211,21.7286,5.8961,0.85738,4.4303,17.4184,21.1823,25.0726,592.8496,309.7394,0.54308,3.1208,354.7081,555.167,761.5563,228.5003,106.3476,0.94153,3.4781,146.3103,214.2629,282.5152
B7,DMSO,4,B7_tile_4_fused_tp_0,108,555529.7038,0.00019441,35984.7012,35,0.32407,12.7407,2.4547,0.29032,3.882,11,13,14,42.6279,14.6811,0.66054,4.4685,32.867,43.5189,49.4801,27.8677,13.563,2.4947,11.0905,19.8623,24.9358,30.0479,1013.7403,736.7073,2.6784,14.5326,591.0882,847.2165,1260.5995,545.2227,390.5793,1.8147,7.3192,285.9474,455.9915,723.7299
B7,DMSO,5,B7_tile_5_fused_tp_0,82,469967.7117,0.00017448,34756.9707,30,0.36585,12.1951,2.8908,0.56623,3.4173,10,12,14,45.3572,18.0372,0.17981,2.7053,30.6748,46.2499,57.7104,30.8795,18.9047,2.1206,7.8282,19.7754,25.5644,33.6883,1201.9635,1281.7388,3.2999,18.5105,505.0076,792.3491,1442.4677,620.6602,690.0139,3.3171,16.9686,236.2236,408.0385,741.3788
B7,DMSO,6,B7_tile_6_fused_tp_0,80,245163.776,0.00032631,19907.223,45,0.5625,11.975,2.6288,0.69201,3.1292,10,11,14,35.7962,8.6465,-0.95678,3.7567,31.4764,38.0429,41.8032,23.4717,6.9007,0.87451,4.7488,18.4147,22.9625,27.2321,686.7333,432.9983,0.6939,3.2569,361.8148,648.0226,933.2481,231.4793,133.1829,1.1975,5.2116,136.9366,199.1639,310.5991
B7,DMSO,7,B7_tile_7_fused_tp_0,96,803766.2038,0.00011944,48898.9285,26,0.27083,12.7917,2.8871,-0.036162,2.5032,11,12.5,15,46.0481,19.8822,1.2804,6.2535,34.0338,44.8344,52.8896,33.0436,22.3023,2.6855,11.1093,21.4543,26.4783,34.4179,1623.7701,2066.5055,3.9227,21.1781,649.538,1052.1806,1644.346,1018.7277,1139.4586,1.8203,5.792,224.6202,553.8833,1453.2944
B7,DMSO,8,B7_tile_8_fused_tp_0,51,130688.2676,0.00039024,13091.0942,30,0.58824,10.9804,2.3108,0.61342,3.2167,9,11,12,28.5459,7.7416,-0.74818,2.2449,22.1801,32.3586,34.8681,22.0877,5.8814,0.45799,3.432,17.8565,21.7,25.7121,646.9716,349.3215,0.83457,4.1505,395.4601,600.6587,836.0555,233.7695,76.5395,0.65425,2.7789,175.5581,227.9754,281.6856
B7,DMSO,9,B7_tile_9_fused_tp_0,132,678711.1761,0.00019449,41524.6048,46,0.34848,12.7273,2.6532,0.18018,2.7385,11,12,14.5,46.9622,15.6307,0.24573,3.7176,37.5482,47.3669,57.3773,27.8465,16.2475,2.6109,11.1907,18.6607,24.0978,30.249,1020.6183,932.2863,2.8067,14.7065,463.925,793.95,1266.9554,471.8705,459.6888,1.5387,4.4457,183.7287,276.9592,683.0461
B8,DMSO,0,B8_tile_0_fused_tp_0,70,245435.6995,0.00028521,21899.9219,34,0.48571,11.6571,2.8786,0.64801,3.1904,10,11,13,37.7664,12.4157,-0.18179,2.4996,28.8925,38.3891,46.9802,25.6985,13.0991,2.4109,11.6661,17.5809,22.9095,29.1031,799.4648,832.0774,2.878,12.8297,328.8031,559.6824,952.8463,342.1863,374.346,3.5067,17.5771,135.4867,241.7122,379.8551
B8,DMSO,1,B8_tile_1_fused_tp_0,18,32090.717,0.00056091,5509.2404,12,0.66667,8.4444,1.4642,0.22807,3.4027,7,9,9,20.2709,7.4302,-1.0012,2.9691,18.5939,22.0017,24.7809,22.6791,7.2791,0.32492,2.7569,18.0633,21.5738,26.8621,654.9126,450.9048,1.3323,5.4259,331.2691,509.1715,906.2585,275.462,143.036,0.76143,2.8521,188.2951,249.175,324.3721
B8,DMSO,2,B8_tile_2_fused_tp_0,69,300853.9823,0.00022935,25676.1747,27,0.3913,11.7681,2.5446,0.86059,3.5798,10,11,13.25,36.0703,14.721,2.1914,10.9378,30.2244,34.6028,39.2118,28.2363,18.2773,2.8046,11.7315,18.1611,23.234,29.6254,961.1948,895.8865,2.5483,11.6259,449.9439,704.2271,1161.4404,513.5235,611.5501,2.7677,11.1933,190.9531,273.4202,620.9024
B8,DMSO,3,B8_tile_3_fused_tp_0,113,1299518.0216,8.6955e-05,66241.5866,31,0.27434,12.7788,3.3667,0.72123,3.2399,11,12,15,56.2682,25.781,0.38797,2.9205,37.8092,55.9658,69.1767,36.6335,25.6575,2.1246,8.6438,20.1329,28.6062,43.9547,2236.6919,3608.6747,4.2414,26.493,502.5862,1055.2814,2267.8622,1142.0963,1428.9431,2.5304,10.7624,245.9199,637.6399,1562.8763
B8,DMSO,4,B8_tile_4_fused_tp_0,24,83133.4042,0.00028869,10266.8937,17,0.70833,9.5,1.865,0.80104,2.8594,8,9,10.5,27.9691,7.3443,-0.62331,2.5856,24.0462,29.9797,33.6527,28.019,8.6894,0.89425,4.6552,22.3991,26.8388,32.8574,1093.8606,599.9462,0.47974,3.0919,619.8034,1038.3582,1434.9615,342.2298,179.856,0.59335,2.981,214.8895,311.3608,423.2824
B8,DMSO,5,B8_tile_5_fused_tp_0,28,103024.6563,0.00027178,14728.5643,19,0.67857,9.8571,1.9572,0.11273,2.2513,8.5,10,11.5,39.2428,18.9794,0.73333,2.9928,24.553,35.474,49.4203,33.3598,15.5664,0.90067,3.3807,21.5193,30.8395,43.6021,1096.007,637.4808,0.81431,3.5787,574.1625,1013.2935,1531.8139,433.1931,226.6292,0.73091,3.6577,259.8207,402.7889,572.9386
B8,DMSO,6,B8_tile_6_fused_tp_0,136,1521165.3508,8.9405e-05,81333.3796,28,0.20588,13.3824,2.9841,0.85717,4.3528,11,13,14.5,52.3145,29.3196,1.6338,5.5277,34.47,46.2294,57.356,36.3026,31.1995,2.5973,10.3272,19.8361,25.109,36.168,2030.9284,3732.7363,4.4933,27.1894,553.3988,875.9163,1531.9116,1564.1035,2418.743,2.8145,10.7733,282.0423,667.4181,1845.7558
B8,DMSO,7,B8_tile_7_fused_tp_0,15,24117.1282,0.00062196,4981.7671,15,1,7.8667,1.3558,0.95916,3.0918,7,7,8.75,22.5347,7.4533,1.7293,5.991,17.6774,21.1578,23.7012,26.2993,11.4122,1.3298,4.9749,19.5351,25.1617,29.5768,753.6603,660.1583,0.98717,3.0842,242.9676,573.4939,1060.2932,191.6064,109.052,0.93865,3.0208,105.4912,159.3053,248.2018
B8,DMSO,8,B8_tile_8_fused_tp_0,34,116644.2801,0.00029148,15634.9794,17,0.5,10.7059,2.1816,0.72119,2.7024,9,10,13,33.6565,18.4639,1.3939,4.7259,23.0133,27.24,40.0411,30.8857,21.7111,1.8831,5.8489,18.0151,23.3995,34.0239,870.4797,814.4621,1.6734,5.4202,308.0054,608.5675,1013.4619,521.166,549.214,1.9796,6.8687,127.9599,356.1409,593.8515
B8,DMSO,9,B8_tile_9_fused_tp_0,84,255588.3758,0.00032865,20513.1463,48,0.57143,11.7143,2.7356,0.34834,2.785,10,11,13.5,35.5701,10.311,-0.97291,3.206,29.2742,39.8054,43.1546,23.1226,7.1735,1.0113,5.4335,17.9581,22.4453,27.2933,704.1002,405.9528,0.90079,5.4809,428.5155,683.468,913.8169,222.969,141.0467,1.2054,4.2008,117.1388,195.6243,281.0937
C5,3.5 um Binimetinib -ve control,0,C5_tile_0_fused_tp_0,65,192834.7439,0.00033708,16903.7201,32,0.49231,11.6,2.3835,0.62849,2.6845,10,11,13,32.2446,8.642,-0.95258,3.054,27.1588,35.0941,38.7539,23.1186,6.9243,0.90993,4.624,18.9432,22.2842,26.57,681.3949,358.6491,0.74745,4.3182,424.7357,631.7653,919.5985,281.7287,126.1068,0.38168,2.6304,188.0584,270.3432,358.5713
C5,3.5 um Binimetinib -ve control,1,C5_tile_1_fused_tp_0,17,69449.5829,0.00024478,10790.5139,12,0.70588,8.4706,1.9722,0.47336,2.1435,7,8,10,32.6153,12.6898,0.17672,3.0129,25.6428,30.5538,40.6423,37.3368,19.3459,0.60983,2.2634,23.3232,31.4455,50.6533,1509.7735,1345.2347,1.4271,5.2124,485.5654,984.8871,2188.3469,539.5257,355.2776,0.34677,2.6105,193.7598,584.2815,732.3262
C5,3.5 um Binimetinib -ve control,2,C5_tile_2_fused_tp_0,160,1052625.1857,0.000152,57079.3123,48,0.3,13.1125,2.8373,1.0209,5.1648,11,13,15,58.9076,23.4751,0.27983,2.6788,42.6496,58.4371,73.4474,29.7296,18.5646,2.8282,13.2572,19.5793,24.8531,32.5601,1247.1862,1503.3998,4.747,38.1739,474.984,822.952,1387.9325,620.4273,650.8232,2.2947,9.4405,200.7655,380.2831,835.4411
C5,3.5 um Binimetinib -ve control,3,C5_tile_3_fused_tp_0,52,166515.6522,0.00031228,15474.4271,33,0.63462,10.8077,2.5747,1.1269,4.4841,9,10,12,32.0106,8.0336,-0.72424,3.1274,29.0489,32.5962,37.2257,24.06,7.2213,0.92115,4.8706,19.4393,22.8897,28.4248,836.7621,551.9727,0.8233,3.2684,413.3348,740.3767,1125.8047,249.5875,141.3602,1.2348,4.0516,148.611,200.5744,308.9824
C5,3.5 um Binimetinib -ve control,4,C5_tile_4_fused_tp_0,99,287438.4067,0.00034442,22033.0071,53,0.53535,12.1414,2.6917,0.34105,2.1201,10,12,14,36.6503,9.3382,-0.81133,2.9955,31.0907,38.3851,44.1433,22.3871,6.733,1.0796,5.4476,17.8798,22.0057,25.7881,635.9257,355.4368,0.86526,4.563,387.8128,613.9951,832.36,216.0099,120.4289,1.3437,4.9033,130.5284,187.5215,266.3986
C5,3.5 um Binimetinib -ve control,5,C5_tile_5_fused_tp_0,23,89756.9674,0.00025625,11478.5536,18,0.78261,9.2174,2.1096,0.42029,2.3544,8,9,10,30.4118,10.6013,-0.43311,2.8091,22.8181,31.5553,38.431,31.4911,13.1368,0.89854,4.026,23.3309,29.1461,39.0955,1319.9554,1050.0134,0.81057,3.0386,444.1055,1138.3585,1976.1767,358.7048,245.0158,0.99187,3.6548,153.7287,317.5372,475.3814
C5,3.5 um Binimetinib -ve control,6,C5_tile_6_fused_tp_0,69,177072.9566,0.00038967,15998.0055,37,0.53623,11.3913,2.7665,1.3139,6.2495,10,11,13,31.8968,7.2165,-0.78023,2.8937,27.041,33.7607,37.3867,21.9774,6.7221,0.64007,3.5251,17.0208,21.7411,25.9683,610.5964,352.0707,0.85704,4.3801,383.5716,589.2806,786.195,228.5429,122.5166,1.0162,4.6915,155.0626,211.4827,305.7146
C5,3.5 um Binimetinib -ve control,7,C5_tile_7_fused_tp_0,35,90982.9009,0.00038469,11567.0335,22,0.62857,10.5143,2.4539,0.17639,2.5306,9,10,12,26.9985,11.6276,1.4481,6.817,20.8712,26.8433,32.0252,26.0072,14.137,2.1668,8.2546,17.922,22.021,27.6006,699.8685,486.6101,1.7413,7.5946,398.7514,584.8579,903.1342,289.1758,215.8163,1.2346,3.4437,134.8982,182.2493,379.8495
C5,3.5 um Binimetinib -ve control,8,C5_tile_8_fused_tp_0,57,258606.9136,0.00022041,23093.638,29,0.50877,11.7193,2.4404,0.67943,3.2671,10,11,13,36.1944,16.11,2.1078,9.9632,28.9819,35.3778,40.9476,29.3287,16.7084,2.5575,10.4268,19.7214,25.255,30.9102,1030.3064,851.6353,2.4882,11.6934,514.3336,836.0329,1250.0039,427.66,378.7914,1.5211,4.4275,186.7382,296.7482,551.0294
C5,3.5 um Binimetinib -ve control,9,C5_tile_9_fused_tp_0,93,2772923.4741,3.3539e-05,126047.6063,24,0.25806,12.7527,3.7782,1.0015,3.7491,10,12,14,99.4008,47.2693,0.26869,1.895,55.5175,94.4872,138.8704,57.8479,56.8087,2.3157,8.7398,22.2347,37.0166,67.4107,5788.9843,13950.9488,5.4753,40.0627,645.0044,1532.3416,4501.3263,2864.7183,4453.3491,2.9326,12.5253,247.3948,1279.1024,3540.7763
C6,3.5 um Binimetinib -ve control,0,C6_tile_0_fused_tp_0,68,238258.5764,0.0002854,22153.2418,31,0.45588,12,2.5097,0.53079,3.7306,10,12,14,37.7349,16.0193,0.83399,3.0864,26.4438,34.0264,45.7425,27.0927,16.0011,1.8604,6.3729,17.1229,22.6651,29.9701,763.6493,737.4921,2.6399,12.3989,321.1235,549.176,914.871,381.9524,419.2697,2.3883,9.3979,136.7403,224.2906,441.2356
C6,3.5 um Binimetinib -ve control,1,C6_tile_1_fused_tp_0,32,96066.1582,0.0003331,10964.9858,24,0.75,9.75,2.6027,1.4164,4.9859,8,9,10,28.4628,6.9516,-0.78704,2.5818,25.5582,29.8759,33.9861,24.8707,7.2134,0.37439,2.8683,19.6381,24.2041,29.5667,932.6811,567.4986,0.51532,3.0617,532.8291,926.52,1316.6936,249.2042,124.5703,1.2428,4.2274,160.7879,213.8505,314.2511
C6,3.5 um Binimetinib -ve control,2,C6_tile_2_fused_tp_0,18,19290.1814,0.00093312,3950.6377,15,0.83333,8.1111,2.0832,0.73231,2.923,7,8,9,18.3918,4.5324,0.0054608,2.6542,16.4786,18.3446,20.8108,19.7137,5.9495,0.67808,2.9465,15.7706,18.6665,23.0195,448.6089,247.2498,0.45916,2.7218,223.6454,451.1724,610.7834,151.9476,75.8711,1.0837,3.5281,95.2171,131.2261,187.0875
C6,3.5 um Binimetinib -ve control,3,C6_tile_3_fused_tp_0,11,20929.4012,0.00052558,4904.8866,10,0.90909,6.9091,1.446,-0.25286,2.851,6,7,7.75,23.7373,9.0113,-0.4823,2.9259,19.0057,23.6853,30.9033,29.0462,9.5523,0.45265,3.4912,21.2945,30.633,34.6146,1046.4701,628.3989,0.49838,2.4739,587.0545,912.3465,1448.9547,306.5554,158.7435,0.97909,3.0453,204.621,270.5283,359.5036
C6,3.5 um Binimetinib -ve control,4,C6_tile_4_fused_tp_0,42,97671.0184,0.00043001,11229.2918,23,0.54762,11.2381,1.9357,0.21003,2.2369,10,11.5,13,26.3507,8.5397,-0.48815,3.613,22.6715,27.6194,31.5135,22.7641,7.2732,1.3854,7.3837,17.8353,21.9602,25.7448,561.3277,285.8207,0.53546,3.1534,371.5572,547.5334,707.9758,267.3641,132.2381,1.0615,3.8001,174.567,247.4649,325.2975
C6,3.5 um Binimetinib -ve control,5,C6_tile_5_fused_tp_0,43,129863.8991,0.00033112,14343.601,24,0.55814,10.9767,2.5587,0.86313,3.6748,9,10,12,28.4085,11.8784,1.3787,5.6756,22.8745,28.0792,29.9277,25.2052,14.224,1.9029,6.7472,16.9913,21.1309,27.4015,755.0227,979.9475,4.9479,38.6326,273.8838,542.7454,846.5784,325.9909,410.8496,3.1942,13.659,129.9984,173.8045,393.4658
C6,3.5 um Binimetinib -ve control,6,C6_tile_6_fused_tp_0,7,1946.1513,0.0035968,960.412,7,1,5.4286,0.7868,-0.85989,2.3639,5,6,6,11.8777,1.4994,0.67419,2.9427,10.8784,11.712,12.3542,17.059,4.4335,-0.14858,1.8175,12.8636,17.7899,21.0839,243.2689,148.5445,-0.49336,1.792,117.3577,283.5486,363.0697,96.0412,28.2392,0.1261,2.0094,80.0888,84.1145,127.8256
C6,3.5 um Binimetinib -ve control,7,C6_tile_7_fused_tp_0,23,75925.1604,0.00030293,10353.0086,15,0.65217,9.5652,1.9028,-0.0014538,2.1478,8.25,9,11,26.4353,10.7589,-0.11064,1.8553,16.3138,27.9668,34.3728,28.4265,10.7702,0.65026,3.2691,20.4259,27.2721,35.1703,1012.3355,745.8913,1.6188,6.6032,543.0334,850.846,1344.727,398.1926,219.7615,0.81572,3.328,224.3924,407.8755,526.4734
C6,3.5 um Binimetinib -ve control,8,C6_tile_8_fused_tp_0,29,92835.8889,0.00031238,14022.0742,12,0.41379,10.8966,2.0061,0.11706,3.2531,9.75,11,12,28.9333,17.8742,0.77802,2.5461,15.3027,22.59,45.4712,32.832,23.0516,1.5689,4.9684,17.3862,22.4273,41.5551,773.6324,797.8734,2.4391,9.6175,282.8391,503.9014,840.4977,701.1037,466.4886,0.4343,2.0139,289.5176,598.0602,1135.1907
